Name,Glass,Garnish,How to make,Contents,Ratios,Gentle / Boozy,Sweet / Dry Sour,Calories,Calories2,Alcohol percentage,Alcohol percentage2,Popularity,Category,URL
Aphrodisiac,Collins glass,"['Apple', 'slice']","MUDDLE ginger in base of shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.","['Root ginger (thumbnail-sized slice)', 'Vanilla flavoured vodka', 'Green Chartreuse liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Sauvignon blanc wine']","['2 slice', '2 shot', '1⁄2 shot', '2 1⁄2 shot', '1 1⁄2 shot']",,,,,,,,Modern,https://www.diffordsguide.com/cocktails/recipe/65/index.html
Apple & Blackberry Pie,Martini glass,"['Dust', 'with', 'cinnamon', 'powder', '&', 'blackberry']","MUDDLE blackberries in base of shaker. Add vodka and apple juice, SHAKE all ingredients with ice and fine strain into chilled glass. FLOAT cream on the surface of the drink by pouring over the back of a spoon and swirl to form a thin layer. Depending on the sweetness of your blackberries, you may need to add a touch of sugar syrup.","['Blackberries', 'Ketel One Vodka', 'Apple juice (apple cider) unsweetened & cloudy', 'Single cream / half-and-half']","['7 fresh', '2 shot', '1 shot', 'Float']",,,,,,,4,Modern,https://www.diffordsguide.com/cocktails/recipe/66/index.html
Apple & Cranberry Pie,Coupe glass,"['Dust', 'with', 'cinnamon', 'powder']",SHAKE first 3 ingredients with ice and fine strain into chilled glass. FLOAT lightly whipped cream on the cocktail's surface by pouring over the back of a spoon.,"['Ketel One Vodka', 'Apple Schnapps liqueur', 'Cranberry juice (sweetened)', 'Single cream / half-and-half']","['1 1⁄2 shot', '3⁄4 shot', '1 shot', '3⁄4 shot']",6,5,214 calories,,15.12,,3,Creamy,https://www.diffordsguide.com/cocktails/recipe/67/index.html
Apple & Custard Cocktail,Martini glass,"['Apple', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Warninks Advocaat liqueur', 'Calvados & straight applejacks', 'Apple Schnapps liqueur', 'Vanilla sugar syrup']","['2 shot', '1 1⁄2 shot', '1⁄2 shot', '1⁄4 shot']",,,,329 calories,,19.81,,Modern,https://www.diffordsguide.com/cocktails/recipe/68/index.html
Apple & Elderflower Collins,Collins glass,"['Lemon', 'slice']",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with soda and briefly stir.,"['Rutte Dry Gin', 'Fiorente Elderflower liqueur', 'Apple Schnapps liqueur', 'Lime juice (freshly squeezed)', 'Thomas Henry Soda Water']","['1 1⁄2 shot', '1 shot', '1 shot', '1 shot', 'Top up with']",,,,,,,11,Modern,https://www.diffordsguide.com/cocktails/recipe/69/index.html
Apple & Melon Cocktail,Martini glass,"['Apple', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Sour apple liqueur', 'Green melon liqueur', 'Lime juice (freshly squeezed)']","['2 shot', '1 shot', '1⁄2 shot', '1⁄2 shot']",,,,,,,11,Modern,https://www.diffordsguide.com/cocktails/recipe/70/index.html
Apple & Spice,Shot glass,"['Dust', 'with', 'cinnamon', 'powder']",Refrigerate ingredients then LAYER in chilled glass by carefully pouring in the following order.,"['Calvados & straight applejacks', 'Single cream / half-and-half']","['3⁄4 shot', '3⁄4 shot']",,,,,,,2,Shot cocktails,https://www.diffordsguide.com/cocktails/recipe/71/index.html
Apple Brandy Sour,Old-fashioned glass,"['Lemon', 'zest', 'twist', '(discarded)', 'and', 'garnish', 'with', 'a', 'skewered', 'lemon', 'slice', 'wheel', 'and', 'Luxardo', 'Maraschino', 'cherry', 'sail']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"['Calvados & straight applejacks', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Pasteurised egg white (or aquafaba)', 'Angostura Aromatic Bitters']","['1 1⁄2 shot', '3⁄4 shot', '1⁄2 shot', '1⁄2 shot', '3 dash']",7,7,,,,,53,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/72/index.html
Apple Breeze,Collins glass,"['Apple', 'wedge']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Bison grass vodka', 'Apple juice (apple cider) unsweetened & cloudy', 'Cranberry juice (sweetened)']","['2 shot', '2 1⁄2 shot', '1 1⁄2 shot']",,,,,,,10,Modern,https://www.diffordsguide.com/cocktails/recipe/73/index.html
Apple Buck,Collins glass,"['Apple', 'wedge']",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with ginger ale.,"['Calvados & straight applejacks', 'Sour apple liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Lime juice (freshly squeezed)', 'Thomas Henry Ginger Ale']","['1 1⁄2 shot', '1⁄2 shot', '1 shot', '1⁄2 shot', '1 1⁄2 shot']",,,,161 calories,,10.89,5,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/74/index.html
Apple Cart,Coupe glass,"['Optional', 'sugar', 'rim', 'with', 'apple', 'wedge', 'on', 'rim', 'or', 'float', 'dehydrated', 'apple', 'slice']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Calvados & straight applejacks', 'De Kuyper Triple Sec (40%)', 'Lemon juice (freshly squeezed)', 'Apple Schnapps liqueur (optional)', 'Chilled water (omit if using wet ice)']","['1 1⁄2 shot', '1 shot', '2⁄3 shot', '1⁄3 shot', '1⁄3 shot']",,,,,22.44,,37,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/75/index.html
Apple Crumble Cocktail #1,Martini glass,"['Apple', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Blended Scotch whisky', 'Butterscotch liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['2 shot', '1⁄4 shot', '1 shot', '1⁄2 shot', '1⁄4 shot']",,,,,Cocktails & Mixed Drinks,,8,,https://www.diffordsguide.com/cocktails/recipe/76/index.html
Apple Crumble Cocktail #2,Martini glass,"['Dust', 'with', 'cinnamon', 'powder']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Tuaca liqueur', 'Lemon juice (freshly squeezed)', 'Apple juice (apple cider) unsweetened & cloudy']","['2 shot', '1⁄2 shot', '2 shot']",,,,,,,4,,https://www.diffordsguide.com/cocktails/recipe/77/index.html
Apple Daiquiri,Martini glass,"['Apple', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Light white rum (charcoal-filtered 1-4 years old)', 'Apple juice (apple cider) unsweetened & cloudy', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['2 shot', '1 1⁄2 shot', '1⁄2 shot', '1⁄4 shot']",,,,170 calories,,15.18,8,Modern,https://www.diffordsguide.com/cocktails/recipe/78/index.html
Apple Mac,Coupe glass,"['Float', 'thin', 'apple', 'slice', '(fresh', 'or', 'hydrated)']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Blended Scotch whisky', 'Apple juice (apple cider) unsweetened & cloudy', 'Green ginger wine', ""Bob's Ginger Bitters""]","['2 shot', '1 1⁄2 shot', '1⁄2 shot', '6 drop']",8,6,,,,,2,Anytime,https://www.diffordsguide.com/cocktails/recipe/79/index.html
Apple Manhattan,Martini glass,"['Apple', 'wedge,', 'apple', 'fan', 'or', 'dehydrated', 'apple', 'slice']",STIR all ingredients with ice and strain into chilled glass.,"['Bourbon whiskey', 'Apple Schnapps liqueur', 'Rosso/rouge (sweet) vermouth']","['1 2⁄3 shot', '1 1⁄6 shot', '5⁄12 shot']",6,5,,229 calories,,25.1,12,Martini-style,https://www.diffordsguide.com/cocktails/recipe/80/index.html
Apple Martini (simple),Martini glass,"['Luxardo', 'Maraschino', 'cherry']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Apple juice (apple cider) unsweetened & cloudy', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['2 shot', '1 3⁄4 shot', '1⁄4 shot']",6,5,,,,,20,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/81/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/82/index.html
Apple Martini (IBA spec),Martini glass,"['Apple', 'slice']",STIR all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Apple Schnapps liqueur', 'De Kuyper Triple Sec (40%)']","['2 shot', '3⁄4 shot', '3⁄4 shot']",,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/83/index.html
Apple Mojito,Collins glass,"['Mint', 'sprig']","ADD first 5 ingredients to glass and two-thirds fill with crushed ice. CHURN (stir) with bar spoon and then FILL glass with more crushed ice.  TOP with apple soda, briefly stir and serve.","['Mint leaves', 'Calvados & straight applejacks', 'Lime juice (freshly squeezed)', 'Apple Schnapps liqueur', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Sparkling apple juice']","['12 fresh', '1 1⁄2 shot', '1⁄2 shot', '1⁄3 shot', '1⁄3 shot', '1 1⁄2 shot']",6,6,,,,13.56,1,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/84/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/85/index.html
Apple Of One's Eye,Collins glass,"['Apple', 'wedge']",SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with ginger beer.,"['Rémy Martin 1738 Cognac', 'Lime juice (freshly squeezed)', 'Apple juice (apple cider) unsweetened & cloudy', 'Thomas Henry Ginger Beer']","['2 shot', '1⁄2 shot', '1 1⁄2 shot', 'Top up with']",,,,,,Cocktails & Mixed Drinks,8,Fruity,https://www.diffordsguide.com/cocktails/recipe/86/index.html
Apple Pie Cocktail,Martini glass,"['Apple', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Bison grass vodka', 'Goldwasser cinnamon schnapps liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Cranberry juice (sweetened)']","['1 1⁄2 shot', '1⁄2 shot', '2 shot', '1 shot']",,,,,,,3,Modern,https://www.diffordsguide.com/cocktails/recipe/87/index.html
Apple Pie Shot,Shot glass,"['Dust', 'with', 'cinnamon', 'powder']",SHAKE first 2 ingredients with ice and strain into chilled glass. FLOAT cream on drink by carefully pouring over the back of a spoon.,"['Apple Schnapps liqueur', 'Hazelnut liqueur', 'Single cream / half-and-half']","['1 shot', '1⁄2 shot', '1⁄4 shot']",,,,,,,3,Shot cocktails,https://www.diffordsguide.com/cocktails/recipe/88/index.html
Appleissimo,Collins glass,"['Apple', 'slice']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with anis and serve with straws.,"['Apple Schnapps liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Cranberry juice (sweetened)', 'Anise liqueur']","['1 1⁄2 shot', '2 shot', '1 1⁄2 shot', '1 1⁄2 shot']",,,,,,,1,Modern,https://www.diffordsguide.com/cocktails/recipe/89/index.html
Apple Spritz,Flute glass,"['Peach', 'slice']",POUR first 2 ingredients into glass then TOP with champagne.,"['Apple Schnapps liqueur', 'Peachtree peach schnapps', 'Brut champagne or sparkling wine']","['3⁄4 shot', '1⁄4 shot', 'Top up with']",,,,,Cocktails & Mixed Drinks,,2,Champagne,https://www.diffordsguide.com/cocktails/recipe/90/index.html
Apple Strudel (by Alex Kammerling),Martini glass,"['Dust', 'with', 'cinnamon', 'powder']",SHAKE first 5 ingredients with ice and fine strain into chilled glass. Carefully FLOAT cream by pouring over the back of a spoon.,"['Apple Schnapps liqueur', 'De Kuyper Brown Crème de Cacao', 'Dutch Cacao white crème de cacao', 'Goldwasser cinnamon schnapps liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Single cream / half-and-half']","['1 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1 shot', '3⁄4 shot']",,,263 calories,,11.76,,,Modern,https://www.diffordsguide.com/cocktails/recipe/91/index.html
Apple Strudel,Coupe glass,"['Cinnamon', '&', 'sugar', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Blended Scotch whisky', 'Apple Schnapps liqueur', 'Dry vermouth', 'Apple juice (apple cider) unsweetened & cloudy', 'Cinnamon sugar syrup']","['1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄6 shot']",7,6,206 calories,,21.44,,7,Modern,https://www.diffordsguide.com/cocktails/recipe/92/index.html
Apple Sunrise,Collins glass,"['Apple', 'slice']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Calvados & straight applejacks', 'Orange juice (freshly squeezed)', 'Joseph Cartron Double Crème de Cassis de Bourgogne']","['2 shot', '3 1⁄2 shot', '1⁄2 shot']",,,,201 calories,,12.03,5,,https://www.diffordsguide.com/cocktails/recipe/93/index.html
Temperance Apple Mojito (Alcohol-free*),Collins glass,"['Mint', 'sprig']","PLACE mint, lemon, lime and sugar in glass. Half fill glass with crushed ice and CHURN (stir). Add more crushed ice to fill glass. Add apple juice, top with soda and CHURN some more. Serve with straws.","['Mint leaves', 'Lemon juice (freshly squeezed)', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Apple juice (apple cider) unsweetened & cloudy', 'Thomas Henry Soda Water']","['12 fresh', '1⁄2 shot', '1⁄2 shot', '3⁄4 shot', '3 shot', 'Top up with']",,,,,,,4,Non-alcoholic,https://www.diffordsguide.com/cocktails/recipe/94/index.html
Applesinth,Old-fashioned glass,"['Apple', 'wedge']",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,"['La Fée Parisienne absinthe', 'Apple Schnapps liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['2⁄3 shot', '2⁄3 shot', '1 1⁄2 shot', '1⁄2 shot', '1⁄3 shot']",6,6,181 calories,,12.9,,5,Modern,https://www.diffordsguide.com/cocktails/recipe/95/index.html
Apples 'n' Pears,Coupe glass,"['Apple', 'or', 'pear', 'slice,', 'fresh/dehydrated,', 'floated', 'or', 'on', 'the', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Calvados & straight applejacks', 'Ketel One Vodka', 'Pear & cognac liqueur', 'Apple juice (apple cider) unsweetened & cloudy']","['5⁄6 shot', '2⁄3 shot', '1⁄2 shot', '1 shot']",8,7,154 calories,,20.16,,4,Fruity,https://www.diffordsguide.com/cocktails/recipe/96/index.html
Appily Married,Coupe glass,"['Cinnamon', '&', 'sugar', 'rim']",SHAKE all ingredients with ice and fine strain into chilled pre-prepared glass.,"['Ketel One Vodka', 'Apple juice (apple cider) unsweetened & cloudy', 'Pink grapefruit juice (freshly squeezed)', 'Honey syrup (3 honey to 1 water)']","['1 2⁄3 shot', '1⁄2 shot', '1⁄2 shot', '1⁄3 shot']",6,6,147 calories,,17.92,,5,Fruity,https://www.diffordsguide.com/cocktails/recipe/97/index.html
Apricot Cosmo,Martini glass,"['Apricot', 'slice']","STIR apricot preserve with vodka until preserve dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Ketel One Vodka', 'Apricot jam (preserve)', 'Cranberry juice (sweetened)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Lime juice (freshly squeezed)', 'Orange Bitters by Angostura']","['2 shot', '1 spoon', '1 shot', '1⁄4 shot', '1⁄2 shot', '2 dash']",,,,,,,12,Modern,https://www.diffordsguide.com/cocktails/recipe/98/index.html
Apricot Fizz,Collins glass,"['Lemon', 'wedge']",SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with soda water.,"['De Kuyper Apricot Brandy liqueur', 'Orange juice (freshly squeezed)', 'Lime juice (freshly squeezed)', 'Soda from siphon']","['2 shot', '1 shot', '1⁄2 shot', 'Top up with']",,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/99/index.html
Apricot Lady Sour,Old-fashioned glass,"['Lemon', 'slice', '&', 'Luxardo', 'Maraschino', 'cherry', 'on', 'stick', '(sail)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) to emulsify and fine strain into chilled glass.,"['Light white rum (charcoal-filtered 1-4 years old)', 'De Kuyper Apricot Brandy liqueur', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Pasteurised egg white (or aquafaba)']","['1 1⁄2 shot', '1 shot', '1 shot', '1⁄4 shot', '1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,6,,https://www.diffordsguide.com/cocktails/recipe/100/index.html
Apricot Mango Cocktail,Martini glass,"['Mango', 'slice']",SHAKE all ingredients with ice and fine strain into glass.,"['Rutte Dry Gin', 'De Kuyper Apricot Brandy liqueur', 'Mango purée', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Orange Bitters by Angostura']","['1 1⁄2 shot', '3⁄4 shot', '3⁄4 shot', '1⁄2 shot', '1⁄2 shot', '2 dash']",,,,216 calories,,16.66,17,Modern,https://www.diffordsguide.com/cocktails/recipe/101/index.html
Apricot Cocktail,Coupe glass,"['Lemon', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'De Kuyper Apricot Brandy liqueur', 'Lemon juice (freshly squeezed)', 'Giffard Grenadine syrup', 'Angostura Aromatic Bitters']","['1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄6 shot', '1 dash']",6,6,,149 calories,,23.19,12,Sours (citrus),https://www.diffordsguide.com/cocktails/recipe/102/index.html
April Shower,Coupe glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rémy Martin 1738 Cognac', 'Bénédictine D.O.M. liqueur', 'Orange juice (freshly squeezed)']","['1 1⁄2 shot', '1⁄2 shot', '1 shot']",7,5,,,,,23,Spring,https://www.diffordsguide.com/cocktails/recipe/103/index.html
Apricot Sour,Old-fashioned glass,"['Lemon', 'zest', 'twist']","STIR apricot jam (preserve) with bourbon until it dissolves. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass.","['Apricot jam (preserve)', 'Bourbon whiskey', 'De Kuyper Apricot Brandy liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Lemon juice (freshly squeezed)']","['2 spoon', '1 1⁄2 shot', '1⁄2 shot', '1 shot', '1⁄2 shot']",,,,,,,4,Modern,https://www.diffordsguide.com/cocktails/recipe/104/index.html
Aquarius,Old-fashioned glass,"['Lemon', 'slice', '&', 'Luxardo', 'Maraschino', 'cherry', 'on', 'stick', '(sail)']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Blended Scotch whisky', 'Cherry Heering cherry brandy liqueur', 'Cranberry juice (sweetened)']","['2 shot', '1 shot', '1 1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,10,,https://www.diffordsguide.com/cocktails/recipe/105/index.html
Arizona Breeze,Collins glass,"['Grapefruit', 'wedge']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Rutte Dry Gin', 'Cranberry juice (sweetened)', 'Pink grapefruit juice (freshly squeezed)']","['2 shot', '2 1⁄2 shot', '1 1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,11,,https://www.diffordsguide.com/cocktails/recipe/106/index.html
